Epoch,Training loss,Validation loss,Training accuracy,Validation accuracy,Training F1 score,Validation F1 score,Training precision,Validation precision
1,0.5136321025590102,1.8399105204476252,0.7895833253860474,0.3305555582046509,0.739242672920227,0.4968684911727905,0.6083569526672363,0.6083569526672363
3,0.43177177011966705,1.6349445713890924,0.8489583134651184,0.3430555462837219,0.7994467616081238,0.5101829767227173,0.6994755864143372,0.6994755864143372
6,0.43381595487395924,1.9520122475094266,0.8496527671813965,0.33703702688217163,0.7869095206260681,0.5041550993919373,0.6931079030036926,0.6931079030036926
9,0.3730415763954322,1.2299619913101196,0.8826388716697693,0.3185185194015503,0.8392007946968079,0.46589258313179016,0.774023711681366,0.774023711681366
12,0.35766522710522014,0.7398908403184679,0.8822916746139526,0.5069444179534912,0.8362318873405457,0.6131492853164673,0.7707034945487976,0.7707034945487976
14,0.36718736961483955,1.0340812934769525,0.8803819417953491,0.3601851761341095,0.8283935189247131,0.47452470660209656,0.7604023814201355,0.7604023814201355
15,0.3476589334507783,0.5547162989775339,0.8880208134651184,0.6953703761100769,0.8446158170700073,0.7114035487174988,0.7860986590385437,0.7860986590385437
16,0.35613492503762245,0.7940008242925009,0.8871527910232544,0.4930555522441864,0.8308173418045044,0.5666798949241638,0.7614504098892212,0.7614504098892212
18,0.359409640232722,0.48976121015018886,0.886805534362793,0.7814815044403076,0.819889485836029,0.7467811703681946,0.7328395247459412,0.7328395247459412
20,0.3465306895474593,0.6297938757472568,0.8904513716697693,0.6449074149131775,0.8283926844596863,0.6540369987487793,0.7599800229072571,0.7599800229072571
21,0.33540231361985207,0.40549395812882316,0.8911458253860474,0.8509259223937988,0.8402547836303711,0.8031784892082214,0.793551504611969,0.793551504611969
22,0.33465410272280377,0.7888372672928704,0.8932291865348816,0.5162037014961243,0.8429118990898132,0.5316001772880554,0.7816200852394104,0.7816200852394104
23,0.33333663766582805,0.59688886668947,0.8904513716697693,0.6745370626449585,0.8371613025665283,0.6528394818305969,0.7783109545707703,0.7783109545707703
24,0.32457035779953003,0.3859434723854065,0.8963541388511658,0.8634259104728699,0.8425217866897583,0.8034643530845642,0.7832270860671997,0.7832270860671997
25,0.3281235235432784,0.610306915309694,0.8914930820465088,0.6310185194015503,0.8309440016746521,0.6206568479537964,0.7710843086242676,0.7710843086242676
26,0.3077349066734314,0.48894625571038985,0.8951388597488403,0.7699074149131775,0.8470112085342407,0.7371761202812195,0.800000011920929,0.800000011920929
27,0.30748890216151875,0.594217942820655,0.9003472328186035,0.6527777910232544,0.8535714149475098,0.6468926668167114,0.8089941740036011,0.8089941740036011
28,0.2995058745145798,0.9028747412893507,0.9071180820465088,0.49259260296821594,0.8651373386383057,0.5819984674453735,0.815977156162262,0.815977156162262
30,0.3003875470409791,0.8419729736116197,0.9010416865348816,0.5263888835906982,0.8596059083938599,0.5163120627403259,0.8207902312278748,0.8207902312278748
31,0.297811367859443,0.3348862263891432,0.8961805701255798,0.895370364189148,0.8514654636383057,0.8350364565849304,0.8069679737091064,0.8069679737091064
32,0.3020370503266652,0.48208625117937726,0.8972222208976746,0.769444465637207,0.8502024412155151,0.7224080562591553,0.8084696531295776,0.8084696531295776
33,0.3049941696226597,0.32129982113838196,0.8892360925674438,0.8912037014961243,0.8353123664855957,0.8423876762390137,0.7943053245544434,0.7943053245544434
34,0.3035385441035032,0.5890862411922879,0.9008680582046509,0.7185184955596924,0.8388371467590332,0.6580427289009094,0.771547257900238,0.771547257900238
35,0.2933436551441749,0.5305761992931366,0.9043402671813965,0.7481481432914734,0.8515225648880005,0.7394636869430542,0.8073582053184509,0.8073582053184509
36,0.2800805003692706,0.336180888944202,0.90625,0.8745370507240295,0.8650675415992737,0.8026219606399536,0.8326118588447571,0.8326118588447571
37,0.2849799549827973,0.3476750784450107,0.9003472328186035,0.8787037134170532,0.8627451062202454,0.8303108811378479,0.8309534788131714,0.8309534788131714
38,0.30916204241414863,0.40654688080151874,0.8883680701255798,0.8287037014961243,0.8370088934898376,0.7631241083145142,0.7884431481361389,0.7884431481361389
39,0.2856989161421855,0.4396074414253235,0.8968750238418579,0.8212962746620178,0.8554744720458984,0.7628992795944214,0.811634361743927,0.811634361743927
40,0.2812092670549949,0.41188835104306537,0.9076389074325562,0.8384259343147278,0.8582090139389038,0.7786937355995178,0.8110831379890442,0.8110831379890442
41,0.27844703756272793,0.5624564223819308,0.9036458134651184,0.6995370388031006,0.8573631644248962,0.6925627589225769,0.8306772708892822,0.8306772708892822
42,0.27478131589790183,0.38586395647790694,0.9072916507720947,0.8458333611488342,0.8628659844398499,0.7943174839019775,0.8288110494613647,0.8288110494613647
43,0.2733329093704621,0.4672713213496738,0.9059028029441833,0.7745370268821716,0.857593297958374,0.7531677484512329,0.8103277087211609,0.8103277087211609
44,0.2591736863056819,0.5768322514163123,0.9149305820465088,0.7430555820465088,0.8806043863296509,0.7089669108390808,0.8629417419433594,0.8629417419433594
45,0.28188394258419674,0.8769073221418593,0.8998264074325562,0.5444444417953491,0.8534416556358337,0.5614973306655884,0.8139534592628479,0.8139534592628479
46,0.2715319885561864,0.368632521894243,0.9097222089767456,0.8643518686294556,0.8614810705184937,0.814204216003418,0.8275332450866699,0.8275332450866699
48,0.27476167182127637,0.5417390929328071,0.9052083492279053,0.739814817905426,0.8589147329330444,0.7135576009750366,0.8276892304420471,0.8276892304420471
49,0.26590918377041817,0.35482403967115617,0.9088541865348816,0.8583333492279053,0.8608534336090088,0.8178571462631226,0.824365496635437,0.824365496635437
50,0.27188327473898727,0.5269423027833303,0.9078124761581421,0.7138888835906982,0.8512188196182251,0.6859756112098694,0.8041291832923889,0.8041291832923889
51,0.2345066461712122,0.6249850855933295,0.9217013716697693,0.7106481194496155,0.891975998878479,0.6673763394355774,0.8729488849639893,0.8729488849639893
52,0.2578269938627879,0.320917546749115,0.9111111164093018,0.8893518447875977,0.870707094669342,0.8424522280693054,0.837299644947052,0.837299644947052
53,0.2661345147838195,0.3952842056751251,0.9098958373069763,0.832870364189148,0.8503891229629517,0.8082846403121948,0.8033769130706787,0.8033769130706787
54,0.26282969613869983,0.29845811592208016,0.9064236283302307,0.8972222208976746,0.8585672974586487,0.8355555534362793,0.8275164365768433,0.8275164365768433
55,0.27436402440071106,0.29597022301620907,0.9038194417953491,0.9004629850387573,0.8432371020317078,0.8573324084281921,0.7963655591011047,0.7963655591011047
56,0.2469969323525826,0.6491014460722605,0.9083333611488342,0.6523148417472839,0.8705247044563293,0.6527970433235168,0.8541867136955261,0.8541867136955261
57,0.26044113996128243,0.33510589930746293,0.9081597328186035,0.875,0.859420657157898,0.8422897458076477,0.8283811211585999,0.8283811211585999
58,0.24588962830603123,0.3906644682089488,0.9111111164093018,0.8439815044403076,0.8616964221000671,0.7908132076263428,0.8208954930305481,0.8208954930305481
60,0.2383315172046423,0.30622102485762703,0.918749988079071,0.894444465637207,0.8739224672317505,0.8665105104446411,0.8335046172142029,0.8335046172142029
61,0.2528382471452157,0.3761439820130666,0.9125000238418579,0.8467592597007751,0.864077627658844,0.7882277369499207,0.8223819136619568,0.8223819136619568
62,0.23850537401934466,0.2536598891019821,0.9157986044883728,0.9087963104248047,0.8726030588150024,0.8826681971549988,0.8691784143447876,0.8691784143447876
63,0.22016074694693089,0.32360557383961147,0.9241319298744202,0.8828703761100769,0.8888323903083801,0.8409805297851562,0.8546966910362244,0.8546966910362244
64,0.24470084408919016,0.43960439496570164,0.9152777791023254,0.7976852059364319,0.8695884346961975,0.7149380445480347,0.8438796401023865,0.8438796401023865
65,0.25000391838451225,0.3314133352703518,0.9114583134651184,0.8652777671813965,0.8747543692588806,0.8035111427307129,0.8595559597015381,0.8595559597015381
66,0.24493849836289883,0.32985178960694206,0.9114583134651184,0.8694444298744202,0.875,0.8390411138534546,0.8459715843200684,0.8459715843200684
67,0.25842066792150337,0.31638410356309676,0.9085069298744202,0.8828703761100769,0.8595041036605835,0.836668848991394,0.8199389576911926,0.8199389576911926
68,0.22513380522529283,0.48140701320436263,0.9199652671813965,0.7712963223457336,0.8876979351043701,0.7429760694503784,0.8738608956336975,0.8738608956336975
69,0.24467598274350166,0.39441075589921737,0.910243034362793,0.8282407522201538,0.8622435331344604,0.8008588552474976,0.8348813056945801,0.8348813056945801
70,0.2424334871272246,0.2839864326847924,0.9161458611488342,0.9083333611488342,0.8684998750686646,0.8729139566421509,0.8381502628326416,0.8381502628326416
71,0.22256218269467354,0.3364483548535241,0.9177083373069763,0.8791666626930237,0.8771383762359619,0.8336519598960876,0.8528226017951965,0.8528226017951965
72,0.23563602939248085,0.3237500588099162,0.9154514074325562,0.8671296238899231,0.873866856098175,0.8242498636245728,0.8572154641151428,0.8572154641151428
73,0.22459276641408601,0.2532071007622613,0.9225694537162781,0.914814829826355,0.8829395771026611,0.8494271039962769,0.8507840037345886,0.8507840037345886
74,0.23614159785211086,0.3420184552669525,0.9092013835906982,0.8680555820465088,0.8698681592941284,0.8088530898094177,0.846079409122467,0.846079409122467
75,0.22940288670361042,0.2741877883672714,0.921875,0.8999999761581421,0.879291832447052,0.8606451749801636,0.8527575731277466,0.8527575731277466
76,0.21914777842660746,0.4645570119222005,0.925000011920929,0.7902777791023254,0.88779217004776,0.7123809456825256,0.8688358068466187,0.8688358068466187
78,0.23302387384076914,0.38903650972578263,0.9164930582046509,0.831944465637207,0.8769505620002747,0.764743983745575,0.8544366955757141,0.8544366955757141
79,0.24432798847556114,0.2937765502267414,0.9079861044883728,0.9050925970077515,0.8632611036300659,0.872433066368103,0.8310978412628174,0.8310978412628174
80,0.2340941522270441,0.28843869931168026,0.9149305820465088,0.9032407402992249,0.8710526823997498,0.8561596870422363,0.8478483557701111,0.8478483557701111
82,0.23216303003331026,0.33029705286026,0.9185763597488403,0.8699073791503906,0.8760243654251099,0.8342183232307434,0.8514902591705322,0.8514902591705322
83,0.20874492141107717,0.33921577864223057,0.9225694537162781,0.8574073910713196,0.8856410384178162,0.824401319026947,0.8600597381591797,0.8600597381591797
84,0.2169908850143353,0.23673626118236119,0.9234374761581421,0.9120370149612427,0.8799346685409546,0.8300536870956421,0.8541226387023926,0.8541226387023926
85,0.22466078586876392,0.26147941913869643,0.9168402552604675,0.9185185432434082,0.8739805817604065,0.8877551555633545,0.8470168113708496,0.8470168113708496
86,0.22632263911267123,0.2181592881679535,0.918749988079071,0.9287037253379822,0.8658256530761719,0.8960863947868347,0.8398220539093018,0.8398220539093018
87,0.21422677425046763,0.3193777600924174,0.9222221970558167,0.8712962865829468,0.8862366676330566,0.8281828761100769,0.8760040402412415,0.8760040402412415
88,0.22526620763043562,0.4750532805919647,0.9184027910232544,0.7583333253860474,0.8830263614654541,0.6968641877174377,0.8603297472000122,0.8603297472000122
89,0.23003655672073364,0.3721051580376095,0.918055534362793,0.854629635810852,0.8671171069145203,0.7816411852836609,0.8333333134651184,0.8333333134651184
90,0.22646901570260525,0.3346993128458659,0.9156249761581421,0.8675925731658936,0.873634934425354,0.8210262656211853,0.8532249927520752,0.8532249927520752
92,0.2069709673523903,0.22019153833389282,0.9277777671813965,0.9231481552124023,0.8944697976112366,0.8805755376815796,0.8771144151687622,0.8771144151687622
93,0.21230517824490866,0.30055390463935006,0.9223958253860474,0.8837962746620178,0.8881101608276367,0.8568168878555298,0.8738916516304016,0.8738916516304016
94,0.23137776864071688,0.24238579306337568,0.9138888716697693,0.9185185432434082,0.8682252168655396,0.8713449835777283,0.8440082669258118,0.8440082669258118
95,0.22418918708960214,0.235387631588512,0.9215278029441833,0.9245370626449585,0.8682984113693237,0.8793485760688782,0.8319374918937683,0.8319374918937683
96,0.2094707153737545,0.28512630860010785,0.9210069179534912,0.8912037014961243,0.8801685571670532,0.8362369537353516,0.8635658621788025,0.8635658621788025
97,0.221945875013868,0.26920846932464176,0.9163194298744202,0.9041666388511658,0.8726215362548828,0.8528784513473511,0.8545548915863037,0.8545548915863037
98,0.20513042497138181,0.2132111738125483,0.9274305701255798,0.9287037253379822,0.8881155848503113,0.9051724076271057,0.8631633520126343,0.8631633520126343
99,0.2085160439213117,0.2828292217519548,0.925868034362793,0.8898147940635681,0.8791395425796509,0.8432148098945618,0.8627777695655823,0.8627777695655823
100,0.23127166305979094,0.2575921399725808,0.918055534362793,0.9004629850387573,0.8679351210594177,0.855801522731781,0.8401950001716614,0.8401950001716614
101,0.22664089935521284,0.3469756775432163,0.9144096970558167,0.8472222089767456,0.8645232319831848,0.7945204973220825,0.8461538553237915,0.8461538553237915
102,0.2148470263928175,0.24484539694256252,0.9196180701255798,0.9106481671333313,0.8791438341140747,0.8801986575126648,0.8640328645706177,0.8640328645706177
103,0.22728181754549345,0.21489914092752668,0.9140625,0.9226852059364319,0.8650858402252197,0.8698363304138184,0.8437001705169678,0.8437001705169678
104,0.21566248995562395,0.21860157450040182,0.9163194298744202,0.9208333492279053,0.8780981302261353,0.8810021281242371,0.8572839498519897,0.8572839498519897
105,0.2129527491827806,0.34306800696584916,0.9227430820465088,0.8680555820465088,0.8750351071357727,0.8197343945503235,0.8536986112594604,0.8536986112594604
106,0.225245780001084,0.3497973647382524,0.9170138835906982,0.8564814925193787,0.8719184994697571,0.8252536654472351,0.8447559475898743,0.8447559475898743
108,0.20587062711517015,0.21022895806365544,0.9269097447395325,0.9333333373069763,0.8904501795768738,0.8945826888084412,0.8720692992210388,0.8720692992210388
109,0.21170489117503166,0.24184980988502502,0.9260416626930237,0.9226852059364319,0.8814030885696411,0.8919093608856201,0.8501611351966858,0.8501611351966858
110,0.22171066266795,0.21073999173111385,0.9131944179534912,0.9245370626449585,0.8764212131500244,0.8647303581237793,0.8661455512046814,0.8661455512046814
112,0.2056753591944774,0.21112117999129826,0.9246527552604675,0.9236111044883728,0.8816794157028198,0.8614609837532043,0.8693548440933228,0.8693548440933228
113,0.218319500486056,0.2938254144456651,0.9220486283302307,0.8916666507720947,0.8765465617179871,0.8626760840415955,0.8492274880409241,0.8492274880409241
114,0.21527057575682798,0.27616407142745125,0.9220486283302307,0.8925926089286804,0.8797857761383057,0.8522292971611023,0.8706942200660706,0.8706942200660706
115,0.20287613136072954,0.21347221732139587,0.9272569417953491,0.9319444298744202,0.8937357664108276,0.8926224112510681,0.8761810064315796,0.8761810064315796
116,0.2117009653399388,0.22601592706309426,0.9213541746139526,0.9287037253379822,0.8876767158508301,0.9002590775489807,0.8774510025978088,0.8774510025978088
117,0.2040778218458096,0.24348562128014034,0.9262152910232544,0.918055534362793,0.88853919506073,0.8812877535820007,0.8696098327636719,0.8696098327636719
118,0.21219701071580252,0.2631113462977939,0.9215278029441833,0.8999999761581421,0.8723164200782776,0.8388059735298157,0.8446389436721802,0.8446389436721802
119,0.21172813636561236,0.23729172348976135,0.9199652671813965,0.9185185432434082,0.8846057653427124,0.8774373531341553,0.8769230842590332,0.8769230842590332
120,0.1988353425016006,0.19680693083339268,0.9262152910232544,0.9388889074325562,0.8881284594535828,0.9080780148506165,0.87818843126297,0.87818843126297
121,0.20138592459261417,0.2067534493075477,0.9298611283302307,0.9328703880310059,0.8911637663841248,0.8844621777534485,0.8719030022621155,0.8719030022621155
122,0.21225710089008012,0.22417758901913962,0.9201388955116272,0.9222221970558167,0.8803330063819885,0.8875501751899719,0.8637059926986694,0.8637059926986694
123,0.20823699608445168,0.22317428555753496,0.9244791865348816,0.9291666746139526,0.8828440308570862,0.8917197585105896,0.8594651222229004,0.8594651222229004
124,0.1846999724706014,0.2664567016892963,0.9373263716697693,0.9074074029922485,0.9037076830863953,0.8554913401603699,0.8883062601089478,0.8883062601089478
125,0.20420383475720882,0.22123072379165226,0.9234374761581421,0.9259259104728699,0.8888328671455383,0.8742138743400574,0.8793017268180847,0.8793017268180847
126,0.21542331452171007,0.22271028988891178,0.9201388955116272,0.9254629611968994,0.8768077492713928,0.8960620164871216,0.8575170040130615,0.8575170040130615
127,0.1983642578125,0.2397213892804252,0.9300346970558167,0.9203703999519348,0.8830867409706116,0.8991793394088745,0.8502793312072754,0.8502793312072754
128,0.19551781378686428,0.34697257810168797,0.9272569417953491,0.8671296238899231,0.8897658586502075,0.8231669664382935,0.8811880946159363,0.8811880946159363
129,0.22516526219745478,0.2428066846397188,0.9131944179534912,0.9263888597488403,0.8677248358726501,0.8848660588264465,0.8475452065467834,0.8475452065467834
130,0.19858347500363985,0.20539166861110264,0.9288194179534912,0.9300925731658936,0.8923885226249695,0.8862094283103943,0.8780992031097412,0.8780992031097412
131,0.20145204539100328,0.21788042452600268,0.9272569417953491,0.9259259104728699,0.8899973630905151,0.8742138147354126,0.8723623156547546,0.8723623156547546
132,0.18715274271865687,0.20320888857046762,0.9375,0.9314814805984497,0.901207447052002,0.899592936038971,0.8832705616950989,0.8832705616950989
133,0.20236136329670748,0.2380753755569458,0.925868034362793,0.9263888597488403,0.8853075504302979,0.9064155220985413,0.8691983222961426,0.8691983222961426
134,0.20953181261817613,0.22800397872924805,0.9230902791023254,0.9268518686294556,0.8702781796455383,0.8829629421234131,0.8381274938583374,0.8381274938583374
135,0.20487978557745615,0.21113774511549208,0.925694465637207,0.927314817905426,0.8869519829750061,0.8892025351524353,0.874023973941803,0.874023973941803
136,0.20645130425691605,0.2175433354245292,0.9244791865348816,0.925000011920929,0.8714158535003662,0.8842856884002686,0.8525158762931824,0.8525158762931824
137,0.19259218064447245,0.2839176257451375,0.9267361164093018,0.9018518328666687,0.8862533569335938,0.8610747456550598,0.8721485137939453,0.8721485137939453
138,0.2034789671500524,0.23015467160277897,0.9196180701255798,0.9064815044403076,0.8838726282119751,0.8573446273803711,0.8774900436401367,0.8774900436401367
139,0.20158709461490312,0.20853940314716762,0.9284722208976746,0.9282407164573669,0.8876159191131592,0.8913804888725281,0.8572181463241577,0.8572181463241577
140,0.19525274634361267,0.22280950513150957,0.9263888597488403,0.925000011920929,0.8867520689964294,0.8718354105949402,0.8732246160507202,0.8732246160507202
141,0.21023140909771124,0.23971685601605308,0.9227430820465088,0.9143518805503845,0.8806650042533875,0.8869884610176086,0.8561000823974609,0.8561000823974609
142,0.20421524594227472,0.2270911071035597,0.9244791865348816,0.9189814925193787,0.8831587433815002,0.8883216977119446,0.8721485137939453,0.8721485137939453
143,0.2026629534860452,0.19841552442974514,0.9276041388511658,0.9347222447395325,0.8886516094207764,0.8871096968650818,0.8813559412956238,0.8813559412956238
144,0.19050821910301843,0.20662374132209355,0.9293403029441833,0.9337962865829468,0.897610068321228,0.9013112783432007,0.8801184296607971,0.8801184296607971
145,0.21434729173779488,0.41672050290637547,0.9220486283302307,0.8208333253860474,0.8709399700164795,0.7740805149078369,0.8477895855903625,0.8477895855903625
146,0.19827880337834358,0.20944746997621325,0.9274305701255798,0.9277777671813965,0.8965346217155457,0.8907563090324402,0.8851417303085327,0.8851417303085327
147,0.20174896158277988,0.2525099863608678,0.925868034362793,0.9060184955596924,0.8903159499168396,0.8640322089195251,0.8686716556549072,0.8686716556549072
148,0.20793436591823897,0.21389925314320457,0.9197916388511658,0.9324073791503906,0.8796247839927673,0.9009498357772827,0.8678663372993469,0.8678663372993469
149,0.19785956665873528,0.22583877212471432,0.9260416626930237,0.9203703999519348,0.8778669238090515,0.8800557851791382,0.8534002304077148,0.8534002304077148
